id,franchise_id,franchise_name,restaurant_franchise_id,country,city,geohash,lng,lat
214748364837,38,Cafe Viva,92040,US,Portland,c20f,-122.683,45.521
171798691895,56,The Waffle House,65939,GB,London,gcpv,-0.005,51.507
154618822675,20,The Brasserie,41484,US,Mahanoy City,dr3b,-76.134,40.814
103079215168,65,Chef's Corner,4340,GB,London,gcpv,-0.149,51.506
188978561049,26,The Silver Spoon,3642,ES,Barcelona,sp3e,2.114,41.378
17179869192,9,The Grill House,10902,US,Joshua Tree,9qj6,-116.326,34.135
223338299402,11,The Flaming Wok,36937,US,Metropolis,dn8g,-88.703,37.161
240518168598,23,The Hungry Pig,93164,US,Elko,9rm8,-115.761,40.834
249108103194,27,The Corner Cafe,55897,ES,Barcelona,sp3e,2.182,41.371
8589934605,14,The Gourmet Garden,12630,US,Annapolis,dqct,-76.548,38.976
51539607568,17,The Rustic Table,6934,US,Longmont,9xjk,-104.982,40.158
249108103181,14,The Gourmet Garden,55897,US,Goodlettsville,dn6q,-86.713,36.323
34359738421,54,The Spice House,50333,FR,Paris,u09w,2.294,48.875
21,22,The Red Pepper,47732,ES,Barcelona,sp3e,2.168,41.386
223338299407,16,The Spice Tree,36937,US,Newark,dpj7,-82.41,40.057
25769803832,57,The Yellow Submarine,72230,FR,Paris,u09w,2.286,48.878
146028888134,71,Fire and Spice,70611,FR,Paris,u09w,2.328,48.88
240518168633,58,A Tasty Bite,93164,FR,Paris,u09t,2.384,48.852
8589934603,12,The Wooden Spoon,12630,US,Wittman,dqcs,-76.305,38.797
42949672993,34,The Tasty Treat,89646,US,Austin,9zvb,-92.993,43.666
206158430240,33,The Blue Elephant,53370,US,Crystal Lake,dp90,-88.297,42.228
85899345936,17,The Rustic Table,18952,US,Carson City,9qfy,-119.768,39.143
180388626500,69,Dragonfly Cafe,7531,NL,Amsterdam,u173,4.878,52.362
8589934614,23,The Hungry Pig,12630,ES,Barcelona,sp3e,2.177,41.381
42949672986,27,The Corner Cafe,89646,ES,Barcelona,sp3e,2.218,41.408
197568495641,26,The Silver Spoon,24784,US,Princeton,dp27,-89.457,41.368
17179869233,50,The Pancake House,10902,FR,Paris,u09t,2.387,48.832
85899345962,43,The Food House,18952,AT,Vienna,u2ed,16.37,48.208
206158430294,87,The Red Hen,53370,NL,Amsterdam,u173,4.883,52.361
240518168638,63,Cafe Paris,93164,FR,Paris,u09w,2.307,48.869
103079215147,44,The French Kitchen,4340,US,Lake Worth,gbp8,-0.658,45.055
60129542169,26,The Silver Spoon,71555,ES,Barcelona,sp3e,2.167,41.376
120259084326,39,Cinnamon Grill,59829,FR,Paris,u09t,2.347,48.85
42949673001,42,The Daily Scoop,89646,US,Neihart,c837,-110.736,46.934
146028888133,70,Earth and Vine,70611,FR,Paris,u09w,2.304,48.876
111669149710,15,The Pearl Kitchen,84488,US,Watsonville,9q96,-121.761,36.917
25769803804,29,The Olive Branch,72230,US,Plainville,drkj,-72.837,41.672
146028888104,41,The Daily Bread,70611,US,Aberdeen,cb44,-98.428,45.459
171798691876,37,Cafe Crepe,65939,AT,Vienna,u2ed,16.362,48.194
240518168615,40,Crimson Cafe,93164,US,Casper,9xs7,-106.399,42.811
68719476788,53,The Red Rooster,77517,GB,London,gcpv,-0.183,51.513
188978561099,76,Happy Hour Cafe,3642,GB,London,gcpv,-0.104,51.523
249108103172,5,The Hungry Hippo,55897,US,Abilene,9vc0,-99.765,32.404
249108103229,62,Cafe Luminoso,55897,FR,Paris,u09w,2.385,48.897
42949672996,37,Cafe Crepe,89646,IT,Milan,u0nd,9.192,45.441
34359738398,31,Bistro 42,50333,US,Manistique,f04t,-86.228,45.952
249108103198,31,Bistro 42,55897,ES,Barcelona,sp3e,2.173,41.388
188978561098,75,Greenhouse Cafe,3642,GB,London,gcpv,-0.125,51.523
257698037766,7,Cafe Roma,26468,US,Glendale,9tbp,-112.186,33.621
34359738400,33,The Blue Elephant,50333,AT,Vienna,u2ed,16.369,48.198
257698037781,22,The Red Pepper,26468,ES,Barcelona,sp3e,2.156,41.389
266287972364,13,The Firehouse,11263,US,Cripple Creek,9wvh,-105.174,38.747
163208757313,66,City Bites,96638,GB,London,gcpu,-0.023,51.502
154618822726,71,Fire and Spice,41484,GB,London,gcpv,-0.072,51.506
240518168604,29,The Olive Branch,93164,ES,Barcelona,sp3e,2.16,41.387
197568495690,75,Greenhouse Cafe,24784,GB,London,gcpu,-0.193,51.491
266287972428,77,Harvest Kitchen,11263,GB,London,gcpv,-0.161,51.524
68719476762,27,The Corner Cafe,77517,US,Twin Mountain,drv5,-71.561,44.267
25769803803,28,The Spicy Pickle,72230,ES,Barcelona,sp3e,2.121,41.425
223338299441,50,The Pancake House,36937,GB,London,gcpu,-0.163,51.502
257698037774,15,The Pearl Kitchen,26468,US,Caseyville,9yzg,-90.02,38.642
188978561088,65,Chef's Corner,3642,FR,Paris,u09w,2.345,48.873
266287972377,26,The Silver Spoon,11263,ES,Barcelona,sp3e,2.163,41.395
154618822664,9,The Grill House,41484,US,Payson,9w0f,-111.274,34.255
17179869185,2,Bella Cucina,10902,US,Carrizo Springs,9v0f,-99.845,28.546
17179869204,21,The Lazy Daisy,10902,US,Indianapolis,dp4c,-86.084,39.701
120259084331,44,The French Kitchen,59829,FR,Paris,u09w,2.3,48.87
51539607602,51,The Pizzeria,6934,FR,Paris,u09w,2.332,48.882
154618822663,8,The Green Olive,41484,US,Irvine,9mup,-117.837,33.68
42949672994,35,Basilica Bistro,89646,US,Springfield,9rbd,-123.042,44.086
68719476778,43,The Food House,77517,US,Carrollton,u09t,2.388,48.854
163208757301,54,The Spice House,96638,FR,Paris,u09t,2.381,48.857
60129542193,50,The Pancake House,71555,FR,Paris,u09t,2.288,48.867
77309411390,63,Cafe Paris,78190,GB,London,gcpv,-0.071,51.512
77309411328,1,Savoria,78190,US,Virginia Beach,9s1f,-109.931,22.875
188978561079,56,The Waffle House,3642,FR,Paris,u09t,2.302,48.842
197568495683,68,Delish Cafe,24784,FR,Paris,u09w,2.346,48.876
171798691852,13,The Firehouse,65939,US,Strasburg,dr1g,-76.176,39.987
103079215111,8,The Green Olive,4340,US,Tucson,9t9n,-110.935,32.125
266287972356,5,The Hungry Hippo,11263,US,Bossier City,9vv3,-93.702,32.523
188978561078,55,The Steak House,3642,FR,Paris,u09t,2.299,48.841
180388626452,21,The Lazy Daisy,7531,ES,Barcelona,sp3e,2.146,41.393
154618822704,49,The Olive Tree,41484,AT,Vienna,u2ed,16.353,48.199
206158430213,6,The Daily Grind,53370,US,Ferriday,9vwg,-91.528,31.616
85899345949,30,The Wine Cellar,18952,US,Battle Creek,dpe2,-85.192,42.312
180388626462,31,Bistro 42,7531,US,Lincoln City,9pzz,-124.014,44.985
266287972414,63,Cafe Paris,11263,FR,Paris,u09w,2.296,48.879
154618822693,38,Cafe Viva,41484,IT,Milan,u0nd,9.207,45.474
206158430292,85,The Plum Cafe,53370,NL,Amsterdam Zuidoost,u179,4.947,52.31
171798691873,34,The Tasty Treat,65939,IT,Milan,u0nd,9.221,45.501
60129542148,5,The Hungry Hippo,71555,US,Lake Forest,9mur,-117.716,33.628
17179869200,17,The Rustic Table,10902,US,Norcross,eyz0,-1.124,37.982
34359738410,43,The Food House,50333,FR,Paris,u09t,2.34,48.849
206158430227,20,The Brasserie,53370,US,Clifton,sp1c,2.626,39.564
17179869225,42,The Daily Scoop,10902,US,Vashon,c22v,-122.408,47.383
51539607603,52,The Red Door,6934,GB,London,gcpv,-0.213,51.505
146028888107,44,The French Kitchen,70611,IT,Milan,u0nd,9.206,45.476
137438953515,44,The French Kitchen,11038,FR,Paris,u09t,2.29,48.866
25769803802,27,The Corner Cafe,72230,ES,Barcelona,sp3e,2.191,41.404
163208757314,67,Crimson and Clover,96638,GB,London,u10j,0.023,51.508
137438953503,32,The Orange Peeler,11038,IT,Milan,u0nd,9.197,45.507
77309411364,37,Cafe Crepe,78190,IT,Milan,u0nd,9.213,45.527
85899345948,29,The Olive Branch,18952,US,Cedar Rapids,9zqy,-91.672,41.946
137438953502,31,Bistro 42,11038,IT,Milan,u0nd,9.224,45.487
128849018889,10,The Golden Spoon,5679,US,Williamsburg,dq9k,-76.722,37.288
94489280546,35,Basilica Bistro,95399,US,Worthington,9zu0,-95.622,43.636
163208757275,28,The Spicy Pickle,96638,ES,Barcelona,sp3e,2.146,41.381
42949673030,71,Fire and Spice,89646,NL,Amsterdam,u173,4.899,52.358
249108103173,6,The Daily Grind,55897,US,Glendale,9tbn,-112.183,33.539
14,15,The Pearl Kitchen,47732,US,Carlisle,dr1h,-77.214,40.187
8589934660,69,Dragonfly Cafe,12630,NL,Amsterdam,u173,4.841,52.351
231928234024,41,The Daily Bread,33573,US,Olga,c28s,-122.824,48.603
137438953488,17,The Rustic Table,11038,ES,Barcelona,sp3e,2.174,41.394
60129542210,67,Crimson and Clover,71555,GB,London,gcpv,-0.105,51.536
137438953487,16,The Spice Tree,11038,ES,Barcelona,sp3e,2.16,41.388
197568495621,6,The Daily Grind,24784,US,Colorado City,9vb2,-100.855,32.388
171798691867,28,The Spicy Pickle,65939,IT,Milan,u0nd,9.183,45.467
231928234030,47,The Juicy Burger,33573,FR,Paris,u09w,2.312,48.872
163208757254,7,Cafe Roma,96638,US,Sylacauga,djfs,-86.195,33.218
60129542187,44,The French Kitchen,71555,FR,Paris,u09t,2.334,48.85
154618822722,67,Crimson and Clover,41484,GB,London,gcpu,-0.16,51.502
163208757250,3,Spice Bazaar,96638,US,Houston,9vk1,-95.361,29.753
223338299418,27,The Corner Cafe,36937,US,Genoa City,dp91,-88.306,42.528
231928234027,44,The French Kitchen,33573,FR,Paris,u09t,2.307,48.855
34359738438,71,Fire and Spice,50333,GB,London,gcpv,-0.284,51.558
77309411339,12,The Wooden Spoon,78190,US,Huntersville,dnq3,-80.873,35.44
180388626453,22,The Red Pepper,7531,US,Elk Grove Village,dp3q,-87.937,42.008
77309411370,43,The Food House,78190,FR,Paris,u09t,2.274,48.849
8,9,The Grill House,47732,US,Burnsville,dnme,-82.198,35.77
77309411350,23,The Hungry Pig,78190,US,Silverthorne,9xh6,-106.235,39.841
240518168588,13,The Firehouse,93164,US,Amarillo,9wr8,-101.742,35.195
240518168594,19,The Tasting Room,93164,US,Lawrence,9yum,-95.261,38.922
128849018939,60,Big City Grill,5679,FR,Paris,u09w,2.344,48.874
240518168620,45,The Green Bean,93164,IT,Milan,u0n6,9.138,45.444
240518168628,53,The Red Rooster,93164,AT,Vienna,u2ed,16.37,48.202
103079215112,9,The Grill House,4340,US,Monroe,9vy8,-92.083,32.494
206158430263,56,The Waffle House,53370,AT,Vienna,u2ed,16.388,48.219
46,47,The Juicy Burger,47732,FR,Paris,u09t,2.266,48.84
154618822680,25,The Cozy Cafe,41484,ES,Barcelona,sp3e,2.121,41.39
266287972406,55,The Steak House,11263,FR,Paris,u09w,2.321,48.87
171798691845,6,The Daily Grind,65939,US,Sevierville,dnks,-83.551,35.868
17179869235,52,The Red Door,10902,FR,Paris,u09t,2.342,48.843
154618822688,33,The Blue Elephant,41484,US,Oswego,dr9x,-76.509,43.458
223338299434,43,The Food House,36937,FR,Paris,u09w,2.297,48.877
42949672969,10,The Golden Spoon,89646,US,Owasso,9y7y,-95.847,36.265
34359738393,26,The Silver Spoon,50333,US,Aberdeen,cb1f,-98.441,45.458
42949672985,26,The Silver Spoon,89646,ES,Barcelona,sp3e,2.19,41.404
120259084306,19,The Tasting Room,59829,ES,Barcelona,sp3e,2.175,41.38
34359738442,75,Greenhouse Cafe,50333,NL,Amsterdam,u173,4.881,52.364
249108103205,38,Cafe Viva,55897,US,Burdett,dr93,-76.867,42.418
60129542162,19,The Tasting Room,71555,US,Leesburg,dqby,-77.486,39.094
146028888135,72,Flamingo Cafe,70611,GB,London,gcpu,-0.191,51.492
111669149754,59,Azalea Cafe,84488,GB,London,gcpv,-0.088,51.516
223338299394,3,Spice Bazaar,36937,US,Pompano Beach,dhwv,-80.159,26.231
128849018949,70,Earth and Vine,5679,GB,London,gcpv,-0.197,51.51
171798691859,20,The Brasserie,65939,ES,Barcelona,sp3e,2.201,41.406
223338299414,23,The Hungry Pig,36937,ES,Barcelona,sp3e,2.172,41.392
68719476782,47,The Juicy Burger,77517,FR,Paris,u09w,2.31,48.873
85899345987,68,Delish Cafe,18952,NL,Amsterdam,u173,4.904,52.374
146028888074,11,The Flaming Wok,70611,US,Kiowa,9y5v,-95.922,34.686
17179869244,61,Blue Water Bistro,10902,FR,Paris,u09t,2.308,48.867
60129542154,11,The Flaming Wok,71555,US,Young Harris,dnhq,-83.846,34.959
8589934610,19,The Tasting Room,12630,US,Troy,dph5,-84.226,40.024
111669149718,23,The Hungry Pig,84488,US,Fort Madison,9zpp,-91.37,40.624
180388626449,18,The Harvest Room,7531,ES,Barcelona,sp3e,2.11,41.384
257698037782,23,The Hungry Pig,26468,ES,Barcelona,sp3e,2.15,41.394
34359738425,58,A Tasty Bite,50333,FR,Paris,u09w,2.302,48.892
206158430247,40,Crimson Cafe,53370,US,Lithia Springs,u20f,12.346,45.434
85899345944,25,The Cozy Cafe,18952,ES,Barcelona,sp3e,2.179,41.396
163208757320,73,Fresh Harvest,96638,GB,London,gcpv,-0.089,51.528
85899345976,57,The Yellow Submarine,18952,GB,London,gcpu,-0.186,51.495
137438953493,22,The Red Pepper,11038,US,South Portland,drvb,-70.337,43.64
257698037806,47,The Juicy Burger,26468,FR,Paris,u09t,2.33,48.842
51539607556,5,The Hungry Hippo,6934,US,Conway,dnpb,-79.06,33.84
111669149744,49,The Olive Tree,84488,FR,Paris,u09w,2.315,48.871
257698037816,57,The Yellow Submarine,26468,FR,Paris,u09w,2.325,48.871
37,38,Cafe Viva,47732,IT,Milan,u0nd,9.205,45.477
163208757298,51,The Pizzeria,96638,FR,Paris,u09t,2.372,48.837
57,58,A Tasty Bite,47732,GB,London,gcpu,-0.184,51.493
120259084341,54,The Spice House,59829,GB,London,gcpu,-0.119,51.502
94489280530,19,The Tasting Room,95399,US,Southport,sxpn,32.622,40.454
137438953525,54,The Spice House,11038,GB,London,gcpv,-0.134,51.514
223338299443,52,The Red Door,36937,GB,London,gcpv,-0.131,51.508
206158430287,80,The Market Cafe,53370,GB,London,gcpv,-0.021,51.507
188978561095,72,Flamingo Cafe,3642,GB,London,gcpv,-0.142,51.507
8589934644,53,The Red Rooster,12630,FR,Paris,u09w,2.338,48.891
180388626436,5,The Hungry Hippo,7531,US,Lincoln,djfz,-86.06,33.58
42949672972,13,The Firehouse,89646,US,El Cerrito,9q9p,-122.311,37.915
137438953509,38,Cafe Viva,11038,AT,Vienna,u2ed,16.378,48.211
17179869249,66,City Bites,10902,FR,Paris,u09w,2.293,48.878
137438953519,48,The Local Cafe,11038,FR,Paris,u09w,2.3,48.885
154618822695,40,Crimson Cafe,41484,IT,Milan,u0nd,9.2,45.484
111669149704,9,The Grill House,84488,US,Rancho Mirage,9qj0,-116.406,33.799
128849018954,75,Greenhouse Cafe,5679,NL,Amsterdam,u179,4.989,52.359
197568495649,34,The Tasty Treat,24784,US,Hartford,drkm,-72.66,41.735
25769803812,37,Cafe Crepe,72230,US,Deadwood,9xyh,-103.73,44.376
257698037798,39,Cinnamon Grill,26468,US,Tacoma,c22u,-122.463,47.178
25769803820,45,The Green Bean,72230,US,Cloquet,cbq1,-92.465,46.714
257698037790,31,Bistro 42,26468,IT,Milan,u0nd,9.188,45.463
77309411349,22,The Red Pepper,78190,US,Manhattan,9ygq,-96.557,39.18
154618822709,54,The Spice House,41484,FR,Paris,u09t,2.334,48.853
25769803810,35,Basilica Bistro,72230,US,Whitehall,dpdw,-86.317,43.409
34359738392,25,The Cozy Cafe,50333,IT,Milan,u0nd,9.194,45.457
171798691861,22,The Red Pepper,65939,US,Westmont,dp3m,-87.955,41.816
257698037763,4,The Blue Plate,26468,US,West Palm Beach,dhxp,-80.073,26.698
223338299395,4,The Blue Plate,36937,US,Dublin,djv0,-82.939,32.487
51539607581,30,The Wine Cellar,6934,US,Bend,9rcf,-121.264,44.052
94489280540,29,The Olive Branch,95399,ES,Barcelona,sp3e,2.148,41.409
188978561026,3,Spice Bazaar,3642,US,Houston,9vk0,-95.403,29.681
94489280542,31,Bistro 42,95399,US,Long Eddy,dr6w,-75.114,41.845
249108103234,67,Crimson and Clover,55897,GB,London,gcpv,-0.152,51.513
214748364871,72,Flamingo Cafe,92040,GB,London,gcpv,-0.135,51.511
60129542160,17,The Rustic Table,71555,US,London,dns5,-84.108,37.145
111669149712,17,The Rustic Table,84488,US,Vandalia,dnbt,-89.129,38.97
8589934604,13,The Firehouse,12630,US,Colorado Springs,9wvm,-104.868,38.88
17179869216,33,The Blue Elephant,10902,US,Hill City,9xy4,-103.737,43.959
223338299397,6,The Daily Grind,36937,US,Albuquerque,9whp,-106.653,35.121
171798691853,14,The Gourmet Garden,65939,US,Huntingdon,dr0w,-78.011,40.484
94489280539,28,The Spicy Pickle,95399,ES,Barcelona,sp3e,2.147,41.395
249108103200,33,The Blue Elephant,55897,ES,Barcelona,sp3e,2.159,41.392
266287972371,20,The Brasserie,11263,US,Eureka,9ppx,-124.192,40.768
85899345950,31,Bistro 42,18952,US,Pinedale,9x9g,-109.874,42.867
137438953481,10,The Golden Spoon,11038,US,Larkspur,9q8z,-122.506,37.944
214748364808,9,The Grill House,92040,US,Cleveland,dn78,-84.87,35.21
137438953496,25,The Cozy Cafe,11038,IT,Milan,u0nd,9.257,45.448
8589934656,65,Chef's Corner,12630,GB,London,gcpv,-0.142,51.519
120259084340,53,The Red Rooster,59829,GB,London,gcpu,-0.187,51.502
249108103224,57,The Yellow Submarine,55897,FR,Paris,u09t,2.331,48.855
154618822684,29,The Olive Branch,41484,US,Merrillville,dp3g,-87.33,41.469
68719476759,24,The Fisherman's Catch,77517,US,South Deerfield,drs3,-72.622,42.424
128849018887,8,The Green Olive,5679,US,Chinle,9w6j,-109.547,36.151
206158430242,35,Basilica Bistro,53370,US,Boise,9rv2,-116.192,43.608
257698037830,71,Fire and Spice,26468,GB,London,gcpv,-0.158,51.518
223338299442,51,The Pizzeria,36937,GB,London,gcpv,-0.147,51.508
8589934655,64,Chateau de Cuisine,12630,GB,London,gcpv,-0.081,51.517
266287972375,24,The Fisherman's Catch,11263,ES,Barcelona,sp3e,2.157,41.389
240518168635,60,Big City Grill,93164,FR,Paris,u09w,2.327,48.868
231928234021,38,Cafe Viva,33573,AT,Vienna,u2ed,16.351,48.205
146028888129,66,City Bites,70611,FR,Paris,u09w,2.301,48.871
51539607586,35,Basilica Bistro,6934,US,Portland,c20g,-122.48,45.541
154618822681,26,The Silver Spoon,41484,ES,Barcelona,sp3e,2.123,41.403
128849018917,38,Cafe Viva,5679,IT,Milan,u0nd,9.168,45.457
94489280526,15,The Pearl Kitchen,95399,US,Bowie,dqcm,-76.734,38.943
51539607594,43,The Food House,6934,FR,Paris,u09t,2.335,48.855
25769803825,50,The Pancake House,72230,AT,Vienna,u2ed,16.368,48.212
206158430268,61,Blue Water Bistro,53370,FR,Paris,u09t,2.285,48.857
197568495672,57,The Yellow Submarine,24784,FR,Paris,u09t,2.367,48.859
27,28,The Spicy Pickle,47732,US,Pierce,9zd8,-97.526,42.199
77309411382,55,The Steak House,78190,FR,Paris,u09w,2.334,48.885
120259084305,18,The Harvest Room,59829,US,Redding,9r0y,-122.385,40.602
120259084311,24,The Fisherman's Catch,59829,ES,Barcelona,sp3e,2.146,41.423
163208757258,11,The Flaming Wok,96638,US,Jellico,dns0,-84.113,36.581
128849018898,19,The Tasting Room,5679,ES,Barcelona,sp3e,2.168,41.375
206158430253,46,The Italian Table,53370,US,Hayward,cbpn,-91.217,46.085
8589934612,21,The Lazy Daisy,12630,US,Allentown,dr4q,-75.531,40.576
137438953495,24,The Fisherman's Catch,11038,US,Colchester,drgv,-73.183,44.514
223338299424,33,The Blue Elephant,36937,IT,Milan,u0nd,9.196,45.479
103079215177,74,Garden of Eatin',4340,GB,London,gcpv,-0.279,51.561
231928233992,9,The Grill House,33573,US,Blackwell,9ydc,-97.298,36.812
120259084308,21,The Lazy Daisy,59829,ES,Barcelona,sp3e,2.171,41.386
4,5,The Hungry Hippo,47732,US,Fort Worth,9vfd,-97.435,32.735
111669149724,29,The Olive Branch,84488,ES,Barcelona,sp3e,2.158,41.392
188978561050,27,The Corner Cafe,3642,ES,Barcelona,sp3e,2.179,41.378
223338299423,32,The Orange Peeler,36937,IT,Milan,u0nd,9.198,45.469
51539607564,13,The Firehouse,6934,US,Olathe,9yut,-94.824,38.848
128849018943,64,Chateau de Cuisine,5679,GB,London,gcpu,-0.16,51.493
214748364822,23,The Hungry Pig,92040,ES,Barcelona,sp3e,2.199,41.394
266287972366,15,The Pearl Kitchen,11263,US,Springfield,dph6,-83.815,39.895
231928233995,12,The Wooden Spoon,33573,US,Saint Louis,9yzg,-90.184,38.633
128849018893,14,The Gourmet Garden,5679,US,Columbia,9yym,-92.244,38.962
180388626450,19,The Tasting Room,7531,ES,Barcelona,sp3e,2.185,41.384
188978561089,66,City Bites,3642,FR,Paris,u09w,2.291,48.875
128849018955,76,Happy Hour Cafe,5679,NL,Amsterdam,u173,4.873,52.365
206158430252,45,The Green Bean,53370,US,Hillsboro,c20e,-122.921,45.533
146028888089,26,The Silver Spoon,70611,ES,Barcelona,sp3e,2.166,41.386
8589934642,51,The Pizzeria,12630,FR,Paris,u09w,2.334,48.884
146028888083,20,The Brasserie,70611,US,Effingham,dncn,-88.566,39.141
42949673029,70,Earth and Vine,89646,GB,London,gcpv,-0.128,51.529
146028888136,73,Fresh Harvest,70611,GB,London,gcpu,-0.185,51.494
42949673003,44,The French Kitchen,89646,AT,Vienna,u2ed,16.376,48.183
266287972369,18,The Harvest Room,11263,US,Entriken,dr0m,-78.201,40.34
249108103203,36,Blue Ocean Grill,55897,US,Chicago,dp3w,-87.626,41.886
266287972403,52,The Red Door,11263,FR,Paris,u09t,2.335,48.856
223338299439,48,The Local Cafe,36937,GB,London,gcpu,-0.106,51.499
85899345924,5,The Hungry Hippo,18952,US,Deming,9ter,-107.791,32.266
103079215145,42,The Daily Scoop,4340,US,Gillette,9xug,-105.53,44.294
8589934606,15,The Pearl Kitchen,12630,US,Ely,9qyr,-114.882,39.251
8589934608,17,The Rustic Table,12630,US,Parkville,dr18,-76.563,39.398
17179869227,44,The French Kitchen,10902,AT,Vienna,u2ed,16.297,48.194
103079215136,33,The Blue Elephant,4340,ES,Barcelona,sp3e,2.166,41.392
8589934597,6,The Daily Grind,12630,US,Manchester,dn6c,-86.062,35.461
64,65,Chef's Corner,47732,GB,London,gcpv,-0.057,51.515
